日期,最高温度,最低温度,天气状况,风向风力,区域
2019-06-30,30,23,中雨~阴,东北风2级,松江
2019-07-01,27,22,中雨,东北风2级,松江
2019-07-02,27,22,小雨,东南风2级,松江
2019-07-03,26,22,小雨,东北风2级,松江
2019-07-04,29,22,阴~小雨,东南风2级,松江
2019-07-05,27,21,小雨~多云,东南风2级,松江
2019-07-06,29,23,小雨,东南风3级,松江
2019-07-07,33,23,多云,西南风3级,松江
2019-07-08,30,22,多云~小雨,西北风2级,松江
2019-07-09,27,22,大雨~小雨,东北风3级,松江
2019-07-10,27,21,小雨~多云,东北风2级,松江
2019-07-11,29,23,阴~多云,东南风2级,松江
2019-07-12,28,22,中雨~暴雨,东南风3级,松江
2019-07-13,24,21,大雨~小雨,东北风2级,松江
2019-07-14,28,22,多云,东南风2级,松江
2019-07-15,30,24,多云,东南风2级,松江
2019-07-16,27,24,小雨,东南风3级,松江
2019-07-17,30,26,阴~小雨,东南风3级,松江
2019-07-18,33,26,多云~小雨,东南风3级,松江
2019-07-19,32,26,小雨~多云,东北风3级,松江
2019-07-20,33,25,多云~晴,西北风2级,松江
2019-07-21,34,27,多云,东南风2级,松江
2019-07-22,35,27,阴~多云,东南风2级,松江
2019-07-23,36,27,阴~多云,南风3级,松江
2019-07-24,37,30,阴,西南风2级,松江
2019-07-25,37,29,多云,西南风2级,松江
2019-07-26,36,28,多云,西南风2级,松江
2019-07-27,35,28,小雨~多云,东南风2级,松江
2019-07-28,35,28,多云,东南风3级,松江
2019-07-29,37,28,多云,东南风3级,松江
2019-07-30,37,28,阴~多云,东南风3级,松江
2019-07-31,36,27,多云,东南风3级,松江
2019-08-01,35,27,晴,东南风4级,松江
2019-08-02,34,27,多云,东南风3级,松江
2019-08-03,32,27,小雨,东南风3级,松江
2019-08-04,32,26,小雨,东南风3级,松江
2019-08-05,33,26,多云,东南风3级,松江
2019-08-06,34,26,多云,东南风3级,松江
2019-08-07,34,26,多云,东南风3级,松江
2019-08-08,32,26,小雨,东南风3级,松江
2019-08-09,32,26,中雨~大雨,东北风5级,松江
2019-08-10,28,26,暴雨,东南风6级,松江
2019-08-11,31,25,小雨~阴,西南风4级,松江
2019-08-12,35,24,多云,西南风3级,松江
2019-08-13,34,26,多云,东南风2级,松江
2019-08-14,34,26,多云,西北风1级,松江
2019-08-15,33,26,多云~晴,西北风3级,松江
2019-08-16,35,26,多云~晴,西南风2级,松江
2019-08-17,36,26,晴~多云,西南风2级,松江
2019-08-18,32,25,小雨~多云,东南风2级,松江
2019-08-19,31,25,小雨~多云,东北风2级,松江
2019-08-20,33,25,多云,东南风2级,松江
2019-08-21,33,25,多云,东北风2级,松江
2019-08-22,33,25,小雨~多云,东南风2级,松江
2019-08-23,32,25,小雨,东北风2级,松江
2019-08-24,33,25,小雨,东南风3级,松江
2019-08-25,32,27,小雨~多云,东南风3级,松江
2019-08-26,35,27,多云,东南风3级,松江
2019-08-27,36,26,阴~多云,西南风2级,松江
2019-08-28,31,21,中雨~大雨,东北风2级,松江
2019-08-29,26,21,中雨~阴,东北风2级,松江
2019-08-30,30,22,小雨~多云,东南风2级,松江
2019-08-31,29,20,小雨~中雨,东南风3级,松江
2019-09-01,25,21,中雨,东北风3级,松江
2019-09-02,25,22,大雨~中雨,东北风2级,松江
2019-09-03,27,23,中雨,东北风2级,松江
2019-09-04,29,24,中雨~小雨,东北风2级,松江
2019-09-05,28,24,小雨,东北风2级,松江
2019-09-06,29,24,小雨,东北风3级,松江
2019-09-07,30,24,多云,西北风3级,松江
2019-09-08,31,22,多云,东北风2级,松江
2019-09-09,29,22,多云~小雨,西北风2级,松江
2019-09-10,32,24,多云,东南风2级,松江
2019-09-11,33,24,多云,东南风2级,松江
2019-09-12,31,23,多云,东北风2级,松江
2019-09-13,32,23,多云~晴,东南风2级,松江
2019-09-14,32,23,多云~晴,东北风2级,松江
2019-09-15,30,22,小雨~多云,东北风2级,松江
2019-09-16,29,22,多云,东北风3级,松江
2019-09-17,29,23,多云,东北风3级,松江
2019-09-18,29,20,多云,东北风3级,松江
2019-09-19,28,20,多云,东北风3级,松江
2019-09-20,27,21,多云,东北风3级,松江
2019-09-21,26,20,小雨,东北风4级,松江
2019-09-22,25,19,小雨~多云,西北风4级,松江
2019-09-23,26,17,多云,西北风3级,松江
2019-09-24,28,16,多云,西北风2级,松江
2019-09-25,27,18,多云,东北风2级,松江
2019-09-26,27,18,多云,东南风2级,松江
2019-09-27,28,18,多云,东南风2级,松江
2019-09-28,29,19,多云,西北风1级,松江
2019-09-29,29,20,多云,东北风1级,松江
2019-09-30,28,22,多云~小雨,东北风2级,松江
2019-10-01,26,21,大雨,东北风4级,松江
2019-10-02,28,21,小雨~多云,西北风4级,松江
2019-10-03,30,21,多云,东南风2级,松江
2019-10-04,29,20,多云,东北风2级,松江
2019-10-05,26,17,多云,东北风3级,松江
2019-10-06,25,17,多云,东北风2级,松江
2019-10-07,25,18,多云~阴,西北风2级,松江
2019-10-08,20,17,多云,西北风2级,松江
2019-10-09,24,17,多云,东南风2级,松江
2019-10-10,27,18,多云,东南风2级,松江
2019-10-11,27,19,小雨~多云,东北风2级,松江
2019-10-12,26,19,多云~晴,东北风3级,松江
2019-10-13,25,18,多云,东北风2级,松江
2019-10-14,25,16,小雨~多云,东北风3级,松江
2019-10-15,20,15,多云,东北风3级,松江
2019-10-16,21,17,小雨,东北风2级,松江
2019-10-17,22,16,小雨~多云,东北风2级,松江
2019-10-18,23,15,多云~晴,东北风3级,松江
2019-10-19,24,14,多云,东北风2级,松江
2019-10-20,24,14,晴,东北风2级,松江
2019-10-21,24,16,多云,东北风2级,松江
2019-10-22,24,16,阴,东北风2级,松江
2019-10-23,23,16,多云,东北风3级,松江
2019-10-24,24,14,多云,东北风2级,松江
2019-10-25,24,15,多云,东北风2级,松江
2019-10-26,20,10,多云,东北风2级,松江
2019-10-27,20,13,多云,东南风2级,松江
2019-10-28,20,12,多云~晴,西南风2级,松江
2019-10-29,23,10,晴,西北风2级,松江
2019-10-30,23,11,多云,东南风2级,松江
2019-10-31,24,12,多云,东南风2级,松江
2019-11-01,24,14,多云,东南风2级,松江
2019-11-02,23,15,多云,东南风2级,松江
2019-11-03,23,14,多云,东北风2级,松江
2019-11-04,22,12,多云,东北风3级,松江
2019-11-05,21,12,多云,东北风2级,松江
2019-11-06,21,13,阴~小雨,东北风2级,松江
2019-11-07,19,12,阴~多云,东北风2级,松江
2019-11-08,18,8,多云~晴,东北风3级,松江
2019-11-09,20,9,晴,东北风2级,松江
2019-11-10,21,9,多云,西南风3级,松江
2019-11-11,23,12,多云,西北风2级,松江
2019-11-12,21,15,多云~小雨,东南风3级,松江
2019-11-13,20,7,多云,西北风3级,松江
2019-11-14,17,7,晴,东南风3级,松江
2019-11-15,20,12,晴,东南风3级,松江
2019-11-16,24,16,晴~多云,东南风3级,松江
2019-11-17,25,9,晴~小雨,西南风3级,松江
2019-11-18,19,5,多云,西北风4级,松江
2019-11-19,14,6,晴,东北风3级,松江
2019-11-20,17,10,阴,东北风2级,松江
2019-11-21,18,12,阴~多云,东南风2级,松江
2019-11-22,22,14,阴,东北风2级,松江
2019-11-23,21,15,小雨~阴,东南风2级,松江
2019-11-24,22,10,小雨~阴,北风3级,松江
2019-11-25,11,6,阴~多云,东北风4级,松江
2019-11-26,14,8,阴~小雨,东北风2级,松江
2019-11-27,11,7,小雨,东北风3级,松江
2019-11-28,12,8,阴,东北风3级,松江
2019-11-29,13,8,阴,东北风2级,松江
2019-11-30,14,10,小雨~中雨,东北风2级,松江
2019-12-01,12,3,阴,西北风3级,松江
2019-12-02,10,1,晴,西北风3级,松江
2019-12-03,10,2,晴,西北风2级,松江
2019-12-04,12,4,阴,西北风2级,松江
2019-12-05,13,7,多云~阴,东北风2级,松江
2019-12-06,10,1,多云~晴,东北风3级,松江
2019-12-07,10,0,晴,北风2级,松江
2019-12-08,11,2,晴,西南风1级,松江
2019-12-09,15,4,阴~多云,西南风2级,松江
2019-12-10,17,6,多云~阴,西南风2级,松江
2019-12-11,15,4,晴~阴,西北风3级,松江
2019-12-12,13,6,多云,东北风2级,松江
2019-12-13,16,5,多云~阴,东南风2级,松江
2019-12-14,15,8,多云,东北风3级,松江
2019-12-15,17,10,多云,东南风3级,松江
2019-12-16,20,12,多云~阴,东南风2级,松江
2019-12-17,15,7,小雨~阴,西北风3级,松江
2019-12-18,10,4,阴~小雨,东北风3级,松江
2019-12-19,9,3,阴,东北风2级,松江
2019-12-20,10,4,小雨,东北风3级,松江
2019-12-21,10,8,小雨~中雨,东北风3级,松江
2019-12-22,12,5,阴,西北风2级,松江
2019-12-23,13,7,阴~中雨,东北风2级,松江
2019-12-24,11,9,小雨,东北风3级,松江
2019-12-25,13,9,小雨,东北风2级,松江
2019-12-26,10,0,阴,西北风4级,松江
2019-12-27,8,-1,晴,西北风2级,松江
2019-12-28,12,9,阴~小雨,东南风2级,松江
2019-12-29,15,8,阴,西南风2级,松江
2019-12-30,14,2,多云,东北风3级,松江
2019-12-31,5,-1,阴~晴,东北风3级,松江
2020-01-01,10,5,晴~阴,东南风2级,松江
2020-01-02,12,8,阴,东南风2级,松江
2020-01-03,10,8,小雨,西北风1级,松江
2020-01-04,10,8,小雨~阴,东北风2级,松江
2020-01-05,13,12,阴~多云,东南风3级,松江
2020-01-06,23,15,多云,东南风3级,松江
2020-01-07,14,4,小雨~阴,西北风4级,松江
2020-01-08,7,3,阴,西北风3级,松江
2020-01-09,6,6,小雨~阴,东北风2级,松江
2020-01-10,8,7,小雨,东北风3级,松江
2020-01-11,6,2,小雨,东北风3级,松江
2020-01-12,7,2,阴~多云,西北风2级,松江
2020-01-13,8,3,阴,东南风1级,松江
2020-01-14,7,1,阴,西北风2级,松江
2020-01-15,8,4,小雨,东北风3级,松江
2020-01-16,7,5,中雨~小雨,东北风3级,松江
2020-01-17,6,0,阴~多云,西北风3级,松江
2020-01-18,5,2,多云~阴,西北风2级,松江
2020-01-19,8,1,阴~多云,西北风2级,松江
2020-01-20,11,2,阴,西北风2级,松江
2020-01-21,11,9,雾~小雨,东南风3级,松江
2020-01-22,9,7,中雨~小雨,西南风2级,松江
2020-01-23,10,8,中雨~小雨,东北风2级,松江
2020-01-24,10,7,小雨,东北风3级,松江
2020-01-25,7,7,中雨,东北风3级,松江
2020-01-26,9,6,小雨,东北风4级,松江
2020-01-27,6,3,阴~多云,西北风3级,松江
2020-01-28,6,1,多云~晴,西北风3级,松江
2020-01-29,9,1,多云~晴,西北风3级,松江
2020-01-30,7,-2,晴,西北风3级,松江
2020-01-31,9,0,阴~晴,西北风2级,松江
2020-02-01,12,1,阴~多云,东南风2级,松江
2020-02-02,12,4,阴,东南风2级,松江
2020-02-03,12,3,阴,东北风2级,松江
2020-02-04,13,2,阴~晴,东南风2级,松江
2020-02-05,12,4,阴~多云,东北风3级,松江
2020-02-06,7,4,小雨~中雨,东北风3级,松江
2020-02-07,8,4,小雨~阴,东北风3级,松江
2020-02-08,9,1,阴~多云,西北风2级,松江
2020-02-09,11,3,多云,西北风2级,松江
2020-02-10,16,8,阴~小雨,东南风2级,松江
2020-02-11,11,9,小雨,东南风3级,松江
2020-02-12,15,7,阴~多云,西北风2级,松江
2020-02-13,16,11,阴~小雨,东南风3级,松江
2020-02-14,16,12,雾~阴,东南风3级,松江
2020-02-15,14,-1,小雨~小雪,西北风3级,松江
2020-02-16,5,-2,阴~晴,西北风4级,松江
2020-02-17,9,-2,晴,西北风4级,松江
2020-02-18,10,1,晴,西北风2级,松江
2020-02-19,11,6,阴~多云,东南风3级,松江
2020-02-20,16,6,多云~晴,东南风2级,松江
2020-02-21,17,6,多云~晴,西南风3级,松江
2020-02-22,17,4,晴,西北风3级,松江
2020-02-23,14,9,晴,东南风3级,松江
2020-02-24,22,13,多云~晴,东南风3级,松江
2020-02-25,25,9,多云~阴,西北风3级,松江
2020-02-26,10,6,小雨~多云,东北风3级,松江
2020-02-27,14,8,多云~阴,东北风3级,松江
2020-02-28,13,9,阴~小雨,西南风3级,松江
2020-02-29,11,8,中雨~小雨,东北风1级,松江
2020-03-01,11,7,阴,西北风2级,松江
2020-03-02,10,6,阴~小雨,东北风3级,松江
2020-03-03,13,7,阴~小雨,东南风2级,松江
2020-03-04,12,3,阴~多云,东北风2级,松江
2020-03-05,13,4,晴,东北风2级,松江
2020-03-06,14,9,阴~小雨,东南风3级,松江
2020-03-07,16,8,阴,西北风2级,松江
2020-03-08,15,11,阴~中雨,东南风4级,松江
2020-03-09,14,9,小雨,东南风3级,松江
2020-03-10,13,6,阴~多云,西北风3级,松江
2020-03-11,16,8,阴,西南风2级,松江
2020-03-12,16,10,多云~小雨,东南风3级,松江
2020-03-13,13,6,小雨~多云,东北风2级,松江
2020-03-14,14,5,多云~晴,西北风3级,松江
2020-03-15,19,7,阴~多云,西北风3级,松江
2020-03-16,16,9,多云,东南风3级,松江
2020-03-17,23,10,多云,西南风2级,松江
2020-03-18,24,12,晴,西南风2级,松江
2020-03-19,20,6,多云~晴,西北风3级,松江
2020-03-20,19,10,晴,东南风3级,松江
2020-03-21,26,14,阴~中雨,东南风2级,松江
2020-03-22,20,10,阴,东北风2级,松江
2020-03-23,19,8,阴~多云,东南风2级,松江
2020-03-24,19,11,阴,东南风3级,松江
2020-03-25,23,17,阴~中雨,东南风4级,松江
2020-03-26,23,10,小雨~中雨,东南风2级,松江
2020-03-27,12,5,小雨~中雨,东北风3级,松江
2020-03-28,8,4,中雨~阴,东北风3级,松江
2020-03-29,9,7,中雨~小雨,东北风2级,松江
2020-03-30,12,9,小雨,东北风2级,松江
2020-03-31,15,9,小雨,东北风2级,松江
2020-04-01,17,8,多云,北风3级,松江
2020-04-02,17,9,晴~阴,东北风2级,松江
2020-04-03,17,9,阴~多云,东南风2级,松江
2020-04-04,20,7,多云,东北风2级,松江
2020-04-05,16,8,阴,东北风2级,松江
2020-04-06,16,9,阴,东南风2级,松江
2020-04-07,22,7,多云~晴,东南风2级,松江
2020-04-08,22,10,多云~阴,东南风2级,松江
2020-04-09,21,10,晴,东南风3级,松江
2020-04-10,20,11,阴~小雨,东南风3级,松江
2020-04-11,13,6,小雨~阴,东北风3级,松江
2020-04-12,18,7,阴~晴,西北风4级,松江
2020-04-13,19,8,晴~多云,西北风3级,松江
2020-04-14,19,11,阴~小雨,东南风2级,松江
2020-04-15,24,13,阴~多云,西南风2级,松江
2020-04-16,26,15,多云~小雨,东南风3级,松江
2020-04-17,22,11,阴~晴,西南风2级,松江
2020-04-18,19,13,阴~中雨,东北风3级,松江
2020-04-19,17,11,小雨~晴,西北风3级,松江
2020-04-20,22,12,阴~小雨,西南风2级,松江
2020-04-21,15,10,阴~小雨,东北风2级,松江
2020-04-22,19,11,阴~多云,东南风2级,松江
2020-04-23,19,10,阴~晴,东北风2级,松江
2020-04-24,22,12,晴~多云,西南风2级,松江
2020-04-25,26,13,阴,西南风3级,松江
2020-04-26,25,11,阴~多云,东北风2级,松江
2020-04-27,20,9,阴~晴,东北风3级,松江
2020-04-28,21,13,晴,东南风3级,松江
2020-04-29,25,17,晴,东南风3级,松江
2020-04-30,32,20,阴,东南风3级,松江
2020-05-01,25,19,阴~小雨,东南风3级,松江
2020-05-02,29,21,阴~晴,东南风3级,松江
2020-05-03,33,21,晴,西南风2级,松江
2020-05-04,29,17,晴~阴,东北风2级,松江
2020-05-05,21,18,大雨~阴,东风3级,松江
2020-05-06,21,16,阴~晴,东北风2级,松江
2020-05-07,24,19,晴~小雨,东南风4级,松江
2020-05-08,26,21,阴~中雨,东南风4级,松江
2020-05-09,23,17,阴~小雨,西北风3级,松江
2020-05-10,22,16,阴~多云,西南风2级,松江
2020-05-11,26,16,晴~多云,西南风2级,松江
2020-05-12,28,16,晴~多云,西北风3级,松江
2020-05-13,27,17,晴~阴,东南风3级,松江
2020-05-14,25,20,阴~中雨,东南风4级,松江
2020-05-15,27,21,阴~中雨,西南风2级,松江
2020-05-16,27,21,小雨~多云,东南风2级,松江
2020-05-17,28,21,小雨~阴,东南风2级,松江
2020-05-18,28,15,阴~晴,西北风3级,松江
2020-05-19,28,16,晴~多云,西风2级,松江
2020-05-20,29,19,阴~多云,东南风3级,松江
2020-05-21,24,17,阴,东南风4级,松江
2020-05-22,24,18,阴,东南风3级,松江
2020-05-23,26,19,阴~晴,东南风3级,松江
2020-05-24,32,20,晴~阴,东南风2级,松江
2020-05-25,28,19,阴~小雨,东北风2级,松江
2020-05-26,21,16,小雨~多云,东北风2级,松江
2020-05-27,27,19,多云,南风2级,松江
2020-05-28,30,20,阴,西南风2级,松江
2020-05-29,25,17,阴~大雨,东南风3级,松江
2020-05-30,19,18,中雨~多云,东南风4级,松江
2020-05-31,28,20,阴,西风2级,松江
2020-06-01,30,21,阴,东南风3级,松江
2020-06-02,32,23,阴~小雨,南风3级,松江
2020-06-03,27,22,中雨~阴,西南风2级,松江
2020-06-04,30,22,阴~小雨,西南风2级,松江
2020-06-05,24,20,大雨~中雨,东风3级,松江
2020-06-06,28,19,阴~多云,东北风3级,松江
2020-06-07,27,21,阴~多云,东南风3级,松江
2020-06-08,28,22,晴~阴,东南风3级,松江
2020-06-09,29,23,阴,东南风3级,松江
2020-06-10,28,24,小雨~阴,东南风2级,松江
2020-06-11,29,25,小雨,东南风2级,松江
2020-06-12,34,26,阴,南风2级,松江
2020-06-13,34,26,阴~小雨,南风2级,松江
2020-06-14,32,24,阴~小雨,西风2级,松江
2020-06-15,28,22,暴雨~大雨,东南风2级,松江
2020-06-16,25,23,大雨~小雨,东风3级,松江
2020-06-17,34,26,阴,东南风2级,松江
2020-06-18,32,20,阴~小雨,西风3级,松江
2020-06-19,28,21,阴~小雨,西南风2级,松江
2020-06-20,23,19,小雨~中雨,东南风2级,松江
2020-06-21,23,20,中雨~小雨,东风3级,松江
2020-06-22,25,24,阴~小雨,东南风3级,松江
2020-06-23,27,24,阴~大雨,东南风3级,松江
2020-06-24,26,23,小雨~中雨,西风2级,松江
2020-06-25,25,23,中雨~多云,西南风2级,松江
2020-06-26,32,26,阴~小雨,东南风2级,松江
2020-06-27,28,24,中雨~小雨,西南风2级,松江
2020-06-28,29,25,小雨,东风2级,松江
2020-06-29,30,21,中雨~小雨,西南风3级,松江
2020-06-30,30,22,晴~多云,西南风2级,松江
2020-07-01,29,23,阴,东南风3级,松江
2020-07-02,26,22,小雨~大雨,东南风3级,松江
2020-07-03,29,22,小雨~阴,西南风3级,松江
2020-07-04,28,24,阴~中雨,东南风2级,松江
2020-07-05,26,25,暴雨~中雨,南风2级,松江
2020-07-06,27,25,中雨~暴雨,西南风3级,松江
2020-07-07,32,24,阴~小雨,西南风3级,松江
2020-07-08,31,24,阴~小雨,南风2级,松江
2020-07-09,27,24,小雨,东北风2级,松江
2020-07-10,26,24,阴~中雨,东北风2级,松江
2020-07-11,28,25,中雨~阴,东风2级,松江
2020-07-12,36,26,阴,南风3级,松江
2020-07-13,30,23,小雨,西北风3级,松江
2020-07-14,26,21,阴~中雨,北风2级,松江
2020-07-15,21,20,暴雨~中雨,东北风3级,松江
2020-07-16,24,21,中雨,东风2级,松江
2020-07-17,24,24,小雨~阴,东南风3级,松江
2020-07-18,33,27,阴~小雨,东南风2级,松江
2020-07-19,35,24,阴~小雨,西南风3级,松江
2020-07-20,26,24,小雨,西北风2级,松江
2020-07-21,32,26,阴,南风2级,松江
2020-07-22,35,27,阴,东南风2级,松江
2020-07-23,35,24,阴~中雨,西南风3级,松江
2020-07-24,28,22,阴~晴,西北风3级,松江
2020-07-25,32,24,阴~多云,西南风2级,松江
2020-07-26,31,25,阴~小雨,东南风2级,松江
2020-07-27,32,27,阴~多云,南风2级,松江
2020-07-28,34,26,阴,东南风2级,松江
2020-07-29,34,26,阴,东南风3级,松江
2020-07-30,34,27,阴,东南风4级,松江
2020-07-31,32,26,阴,东南风4级,松江
2020-08-01,36,27,多云,东南风4级,松江
2020-08-02,35,27,阴~多云,东南风3级,松江
2020-08-03,33,27,多云~小雨,东南风4级,松江
2020-08-04,31,27,阴~暴雨,东南风5级,松江
2020-08-05,30,27,中雨~阴,南风4级,松江
2020-08-06,34,27,阴,南风2级,松江
2020-08-07,35,27,阴~小雨,南风2级,松江
2020-08-08,34,27,阴,西南风3级,松江
2020-08-09,35,27,阴~小雨,东南风3级,松江
2020-08-10,35,27,阴,西南风2级,松江
2020-08-11,34,27,阴~多云,东南风3级,松江
2020-08-12,35,28,多云~晴,东南风3级,松江
2020-08-13,36,28,多云,南风3级,松江
2020-08-14,37,28,阴~晴,南风2级,松江
2020-08-15,35,27,多云~晴,东南风3级,松江
2020-08-16,36,27,晴,东南风3级,松江
2020-08-17,34,27,晴,东南风3级,松江
2020-08-18,33,26,晴,东南风3级,松江
2020-08-19,34,27,晴,东南风3级,松江
2020-08-20,35,26,晴~多云,东南风3级,松江
2020-08-21,34,26,晴~多云,东南风3级,松江
2020-08-22,33,26,多云,东南风3级,松江
2020-08-23,33,26,晴,东南风3级,松江
2020-08-24,35,26,晴,东南风2级,松江
2020-08-25,36,26,晴~小雨,北风2级,松江
2020-08-26,33,26,多云~阴,西北风4级,松江
2020-08-27,33,25,多云~小雨,西风2级,松江
2020-08-28,31,25,小雨~中雨,东南风1级,松江
2020-08-29,28,25,阴~晴,西南风2级,松江
2020-08-30,33,26,晴,东南风3级,松江
2020-08-31,33,26,阴~晴,东南风2级,松江
2020-09-01,33,24,阴~小雨,东北风3级,松江
2020-09-02,32,21,中雨~多云,西北风4级,松江
2020-09-03,30,20,晴,西风3级,松江
2020-09-04,31,21,多云,东南风2级,松江
2020-09-05,31,21,晴,东南风3级,松江
2020-09-06,30,23,晴,北风3级,松江
2020-09-07,32,23,晴,西风3级,松江
2020-09-08,34,23,晴,东南风3级,松江
2020-09-09,32,22,阴~多云,南风2级,松江
2020-09-10,31,22,阴~中雨,东南风2级,松江
2020-09-11,24,21,小雨~多云,东南风2级,松江
2020-09-12,27,21,小雨~阴,西北风2级,松江
2020-09-13,29,20,阴,东北风2级,松江
2020-09-14,26,21,中雨~小雨,东南风2级,松江
2020-09-15,23,22,大雨~小雨,东南风1级,松江
2020-09-16,26,22,阴~暴雨,西风2级,松江
2020-09-17,22,17,大雨~中雨,东北风3级,松江
2020-09-18,18,16,小雨~阴,西北风2级,松江
2020-09-19,23,17,阴~多云,东南风1级,松江
2020-09-20,27,18,阴,东风2级,松江
2020-09-21,26,19,阴~小雨,东南风1级,松江
2020-09-22,25,19,阴~小雨,西北风1级,松江
2020-09-23,22,18,小雨~多云,西北风2级,松江
2020-09-24,26,18,多云~阴,西北风2级,松江
2020-09-25,26,18,多云~阴,北风2级,松江
2020-09-26,26,17,阴,东北风2级,松江
2020-09-27,27,19,阴~多云,东北风2级,松江
2020-09-28,27,18,阴~多云,东南风2级,松江
2020-09-29,27,18,阴,东南风2级,松江
2020-09-30,27,17,多云,北风2级,松江
2020-10-01,27,19,晴,东南风2级,松江
2020-10-02,28,20,多云,东南风3级,松江
2020-10-03,25,19,阴~中雨,东风3级,松江
2020-10-04,23,16,小雨~多云,北风3级,松江
2020-10-05,22,16,阴,北风3级,松江
2020-10-06,23,17,阴,东北风3级,松江
2020-10-07,23,16,阴~晴,东北风3级,松江
2020-10-08,24,16,多云,东北风3级,松江
2020-10-09,24,16,多云,东北风2级,松江
2020-10-10,25,14,阴~多云,东北风2级,松江
2020-10-11,25,16,多云,东北风1级,松江
2020-10-12,25,17,多云~晴,东北风2级,松江
2020-10-13,24,15,多云~晴,东北风3级,松江
2020-10-14,23,17,晴~阴,东北风3级,松江
2020-10-15,21,14,小雨,东北风3级,松江
2020-10-16,16,14,小雨~多云,东北风2级,松江
2020-10-17,22,13,阴~多云,北风2级,松江
2020-10-18,21,13,阴~多云,东北风2级,松江
2020-10-19,21,13,多云,东北风2级,松江
2020-10-20,22,16,阴~小雨,东北风2级,松江
2020-10-21,19,13,小雨~多云,西北风2级,松江
2020-10-22,21,10,阴~晴,西北风3级,松江
2020-10-23,19,9,晴,西北风3级,松江
2020-10-24,20,9,多云~晴,东北风2级,松江
2020-10-25,21,13,多云~晴,东南风2级,松江
2020-10-26,22,14,多云,东南风2级,松江
2020-10-27,22,15,阴,东风2级,松江
2020-10-28,21,15,阴,东北风2级,松江
2020-10-29,21,12,阴~晴,东北风2级,松江
2020-10-30,21,10,晴,东北风2级,松江
2020-10-31,22,13,晴~多云,东南风2级,松江
2020-11-01,21,15,阴,西南风2级,松江
2020-11-02,22,12,阴~晴,北风2级,松江
2020-11-03,18,10,晴~多云,北风3级,松江
2020-11-04,19,10,多云,东北风2级,松江
2020-11-05,20,13,多云~晴,东南风3级,松江
2020-11-06,24,14,多云,西北风2级,松江
2020-11-07,23,12,多云~晴,西北风2级,松江
2020-11-08,21,9,晴,东北风3级,松江
2020-11-09,19,8,晴,东北风2级,松江
2020-11-10,19,9,晴,东风2级,松江
2020-11-11,19,10,多云~晴,东北风2级,松江
2020-11-12,21,11,阴~晴,东南风2级,松江
2020-11-13,21,12,晴,东北风2级,松江
2020-11-14,21,13,多云,东风2级,松江
2020-11-15,22,13,晴,东南风2级,松江
2020-11-16,21,17,阴~多云,东风3级,松江
2020-11-17,23,19,多云~阴,东南风4级,松江
2020-11-18,29,18,多云,东南风4级,松江
2020-11-19,21,13,阴~小雨,西北风3级,松江
2020-11-20,16,11,阴,东北风3级,松江
2020-11-21,17,15,阴~小雨,东南风3级,松江
2020-11-22,13,10,小雨~阴,西北风3级,松江
2020-11-23,12,9,阴~小雨,东北风3级,松江
2020-11-24,11,10,小雨,东北风2级,松江
2020-11-25,13,11,小雨~中雨,西北风2级,松江
2020-11-26,11,11,小雨,西北风3级,松江
2020-11-27,11,6,小雨~多云,北风3级,松江
2020-11-28,11,5,阴~多云,北风3级,松江
2020-11-29,12,6,多云,北风2级,松江
2020-11-30,13,7,阴~多云,东北风3级,松江
2020-12-01,15,8,阴~多云,东北风3级,松江
2020-12-02,13,7,多云,东北风2级,松江
2020-12-03,11,3,阴~多云,西北风3级,松江
2020-12-04,10,3,阴~多云,西北风3级,松江
2020-12-05,10,6,多云~阴,东北风2级,松江
2020-12-06,15,8,多云,东风2级,松江
2020-12-07,14,7,阴~多云,东北风2级,松江
2020-12-08,11,6,阴~多云,东北风3级,松江
2020-12-09,15,8,多云,东南风2级,松江
2020-12-10,12,9,阴~小雨,西北风2级,松江
2020-12-11,10,5,小雨~阴,西北风2级,松江
2020-12-12,11,3,多云~晴,西北风2级,松江
2020-12-13,13,2,阴~小雨,西北风3级,松江
2020-12-14,5,0,阴~多云,西北风3级,松江
2020-12-15,6,-1,晴,北风3级,松江
2020-12-16,7,0,晴,北风2级,松江
2020-12-17,9,3,阴~小雨,东北风2级,松江
2020-12-18,6,2,阴~多云,北风3级,松江
2020-12-19,9,0,阴~多云,北风3级,松江
2020-12-20,9,0,晴,北风2级,松江
2020-12-21,10,-1,晴,东北风1级,松江
2020-12-22,13,3,阴~多云,东南风1级,松江
2020-12-23,13,5,小雨,南风2级,松江
2020-12-24,13,0,多云,西北风3级,松江
2020-12-25,12,3,多云~阴,东北风2级,松江
2020-12-26,13,8,阴,东南风3级,松江
2020-12-27,13,3,阴~多云,西北风2级,松江
2020-12-28,16,7,阴~多云,东南风2级,松江
2020-12-29,15,-5,小雨~雨夹雪,西北风3级,松江
2020-12-30,-1,-8,晴,西北风5级,松江
2020-12-31,0,-5,晴,西北风3级,松江
2021-01-01,5,-3,晴~多云,西风2级,松江
2021-01-02,8,0,多云,东北风2级,松江
2021-01-03,11,4,阴~多云,东北风2级,松江
2021-01-04,14,6,小雨~阴,东风2级,松江
2021-01-05,8,1,阴,东北风3级,松江
2021-01-06,4,-5,阴,西北风3级,松江
2021-01-07,-3,-7,阴,西北风4级,松江
